president,subgroup,modeldate,startdate,enddate,pollster,grade,samplesize,population,weight,influence,approve,disapprove,adjusted_approve,adjusted_disapprove,multiversions,tracking,url,poll_id,question_id,createddate,timestamp
Donald Trump,Adults,3/3/2019,9/8/2017,9/14/2017,SurveyMonkey,D-,16343,a,.3251307,0,43,55,39.68572,53.98485,"","",https://drive.google.com/file/d/0BztOs71zt1WpaWZ3d0J4Qno1T2c/view,50207,78895,9/15/2017,09:09:58  3 Mar 2019
Donald Trump,Adults,3/3/2019,9/9/2017,9/13/2017,Ipsos,B+,1703,a,.1645849,0,35.3,58.3,34.80223,57.38198,"",T,http://polling.reuters.com/#poll/CP3_2/,50209,78898,9/15/2017,09:09:58  3 Mar 2019
Donald Trump,Adults,3/3/2019,9/11/2017,9/12/2017,Lucid,B-,1592,a,1.016336,0,34.5,50.65,35.77825,53.37199,"","",https://luc.id/wp-content/uploads/2017/09/Lucid-Political-Tracker-Cross-Tabs-92F11-2.pdf,50308,79043,10/10/2017,09:09:58  3 Mar 2019
Donald Trump,Adults,3/3/2019,9/11/2017,9/13/2017,Gallup,B,1500,a,.1470236,0,37,56,37.29319,54.33223,"",T,http://www.gallup.com/poll/201617/gallup-daily-trump-job-approval.aspx,50204,78892,9/14/2017,09:09:58  3 Mar 2019
Donald Trump,Adults,3/3/2019,9/10/2017,9/14/2017,Ipsos,B+,1699,a,.1641619,0,36.8,57.5,36.30223,56.58198,"",T,http://polling.reuters.com/#poll/CP3_2/,50208,78897,9/15/2017,09:09:58  3 Mar 2019
Donald Trump,Adults,3/3/2019,9/11/2017,9/13/2017,Marist College,A,1224,a,2.123341,0,39,50,39.45144,51.24955,"","",http://maristpoll.marist.edu/wp-content/misc/usapolls/us170910_Third%20Rail/Marist%20Poll%20National%20Nature%20of%20the%20Sample%20and%20Tables_September%202017.pdf#page=3,50211,78903,9/15/2017,09:09:58  3 Mar 2019
Donald Trump,Adults,3/3/2019,9/11/2017,9/15/2017,Ipsos,B+,1615,a,.1560107,0,38.4,56.3,37.90223,55.38198,"",T,http://polling.reuters.com/#poll/CP3_2/,50224,78922,9/19/2017,09:09:58  3 Mar 2019
Donald Trump,Adults,3/3/2019,9/12/2017,9/14/2017,Gallup,B,1500,a,.1470236,0,37,57,37.29319,55.33223,"",T,http://www.gallup.com/poll/201617/gallup-daily-trump-job-approval.aspx,50206,78894,9/15/2017,09:09:58  3 Mar 2019
Donald Trump,Adults,3/3/2019,9/12/2017,9/14/2017,Morning Consult,B-,2094,a,.6495847,0,41,51,38.62017,53.1601,"","",https://morningconsult.com/wp-content/uploads/2017/09/MC_BGBF-Crosstabs.pdf,50214,78907,9/17/2017,09:09:58  3 Mar 2019
Donald Trump,Adults,3/3/2019,9/10/2017,9/16/2017,Saint Leo University,C-,1000,a,.8291479,0,42.8,53.2,41.09292,53.71651,"","",http://polls.saintleo.edu/fewer-than-half-of-americans-approve-of-trumps-job-performance-in-new-saint-leo-university-poll-florida-residents-concur-2/,50290,79021,10/5/2017,09:09:58  3 Mar 2019
Donald Trump,Adults,3/3/2019,9/12/2017,9/14/2017,YouGov,B,1000,a,.4199,0,40,51,40.10355,53.57265,"","",http://big.assets.huffingtonpost.com/tabsHPImmigration20170912.pdf,50218,78911,9/18/2017,09:09:58  3 Mar 2019
Donald Trump,Adults,3/3/2019,9/13/2017,9/15/2017,Gallup,B,1500,a,.1470236,0,36,59,36.29319,57.33223,"",T,http://www.gallup.com/poll/201617/gallup-daily-trump-job-approval.aspx,50212,78905,9/16/2017,09:09:58  3 Mar 2019
Donald Trump,Adults,3/3/2019,9/12/2017,9/16/2017,Ipsos,B+,1610,a,.1549674,0,39.5,54.9,39.00223,53.98198,"",T,http://polling.reuters.com/#poll/CP3_2/,50223,78921,9/19/2017,09:09:58  3 Mar 2019
Donald Trump,Adults,3/3/2019,9/14/2017,9/16/2017,Gallup,B,1500,a,.1470236,0,38,57,38.29319,55.33223,"",T,http://www.gallup.com/poll/201617/gallup-daily-trump-job-approval.aspx,50215,78908,9/17/2017,09:09:58  3 Mar 2019
Donald Trump,Adults,3/3/2019,9/13/2017,9/17/2017,Ipsos,B+,1585,a,.1515205,0,39.4,54.9,38.90223,53.98198,"",T,http://polling.reuters.com/#poll/CP3_2/,50222,78920,9/19/2017,09:09:58  3 Mar 2019
Donald Trump,Adults,3/3/2019,9/15/2017,9/17/2017,Gallup,B,1500,a,.1470236,0,38,56,38.29319,54.33223,"",T,http://www.gallup.com/poll/201617/gallup-daily-trump-job-approval.aspx,50217,78910,9/18/2017,09:09:58  3 Mar 2019
Donald Trump,Adults,3/3/2019,9/14/2017,9/18/2017,Ipsos,B+,1560,a,.1476415,0,37.5,56.5,37.00223,55.58198,"",T,http://polling.reuters.com/#poll/CP3_2/,50221,78919,9/19/2017,09:09:58  3 Mar 2019
Donald Trump,Adults,3/3/2019,9/14/2017,9/18/2017,NBC News/Wall Street Journal,A-,900,a,1.345133,0,43,52,42.16565,52.93348,"","",http://msnbcmedia.msn.com/i/MSNBC/Sections/A_Politics/HUB_NBCPolitics_Front/17363%20NBCWSJ%20September%20Poll%20(9-21-17%20Release).pdf,50231,78933,9/21/2017,09:09:58  3 Mar 2019
Donald Trump,Adults,3/3/2019,9/14/2017,9/17/2017,Morning Consult,B-,2203,a,.6382761,0,42,51,39.62017,53.1601,"","",https://morningconsult.com/wp-content/uploads/2017/09/170911_crosstabs_Brands_Equifax_v1_AP.pdf,50227,92587,1/9/2019,09:09:58  3 Mar 2019
Donald Trump,Adults,3/3/2019,9/13/2017,9/18/2017,Kaiser Family Foundation,"",1179,a,1.564994,0,38,57,38.39288,55.31287,"","",http://files.kff.org/attachment/Topline-Kaiser-Health-Tracking-Poll-September-2017-Whats-Next-for-Health-Care,50248,78958,9/25/2017,09:09:58  3 Mar 2019
Donald Trump,Adults,3/3/2019,9/16/2017,9/18/2017,Gallup,B,1500,a,.1470236,0,38,55,38.29319,53.33223,"",T,http://www.gallup.com/poll/201617/gallup-daily-trump-job-approval.aspx,50220,78913,9/19/2017,09:09:58  3 Mar 2019
Donald Trump,Adults,3/3/2019,9/15/2017,9/19/2017,Ipsos,B+,1557,a,.1453907,0,39,54.8,38.50223,53.88198,"",T,http://polling.reuters.com/#poll/CP3_2/,50239,78943,9/22/2017,09:09:58  3 Mar 2019
Donald Trump,Adults,3/3/2019,9/15/2017,9/19/2017,Monmouth University,A+,1009,a,2.140762,0,40,49,39.56516,50.86887,"","",https://www.monmouth.edu/polling-institute/reports/MonmouthPoll_US_092017/,50228,78929,9/20/2017,09:09:58  3 Mar 2019
Donald Trump,Adults,3/3/2019,9/14/2017,9/20/2017,icitizen,"",2000,a,.676241,0,42,57,43.1233,51.23336,"","",https://projects.fivethirtyeight.com.s3.amazonaws.com/polls/2018_icitizen_national.pdf,50959,80600,2/28/2018,09:09:58  3 Mar 2019
Donald Trump,Adults,3/3/2019,9/16/2017,9/20/2017,Ipsos,B+,1626,a,.149339,0,38.2,55.9,37.70223,54.98198,"",T,http://polling.reuters.com/#poll/CP3_2/,50238,78942,9/22/2017,09:09:58  3 Mar 2019
Donald Trump,Adults,3/3/2019,9/17/2017,9/19/2017,YouGov,B,1500,a,.7293711,0,39,49,39.10355,51.57265,"","",https://d25d2506sfb94s.cloudfront.net/cumulus_uploads/document/pg2ybma1jb/econTabReport.pdf,50226,78924,9/20/2017,09:09:58  3 Mar 2019
Donald Trump,Adults,3/3/2019,9/15/2017,9/21/2017,SurveyMonkey,D-,9061,a,.1956422,0,45,53,41.68572,51.98485,"","",https://drive.google.com/file/d/0BztOs71zt1WpM19EY0ZCalBMRWM/view,50235,78938,9/22/2017,09:09:58  3 Mar 2019
Donald Trump,Adults,3/3/2019,9/17/2017,9/19/2017,Gallup,B,1500,a,.1470236,0,39,55,39.29319,53.33223,"",T,http://www.gallup.com/poll/201617/gallup-daily-trump-job-approval.aspx,50229,78931,9/20/2017,09:09:58  3 Mar 2019
Donald Trump,Adults,3/3/2019,9/17/2017,9/21/2017,Ipsos,B+,1625,a,.1468206,0,38.3,56.4,37.80223,55.48198,"",T,http://polling.reuters.com/#poll/CP3_2/,50237,78941,9/22/2017,09:09:58  3 Mar 2019
Donald Trump,Adults,3/3/2019,9/18/2017,9/20/2017,Gallup,B,1500,a,.1470236,0,37,56,37.29319,54.33223,"",T,http://www.gallup.com/poll/201617/gallup-daily-trump-job-approval.aspx,50232,78935,9/21/2017,09:09:58  3 Mar 2019
Donald Trump,Adults,3/3/2019,9/17/2017,9/20/2017,CNN/SSRS,A-,1053,a,1.437264,0,40,55,40.45526,54.2437,"","",http://i2.cdn.turner.com/cnn/2017/images/09/21/trumpapprovalpoll.pdf,50233,78936,9/21/2017,09:09:58  3 Mar 2019
Donald Trump,Adults,3/3/2019,9/17/2017,9/20/2017,American Research Group,C+,1100,a,1.148289,0,35,59,36.06276,56.82391,"","",http://americanresearchgroup.com/economy/,50240,78947,9/22/2017,09:09:58  3 Mar 2019
Donald Trump,Adults,3/3/2019,9/19/2017,9/20/2017,Lucid,B-,1301,a,.7237318,0,38.21,48.66,39.48825,51.38199,"","",https://docs.google.com/spreadsheets/d/17Hc0loE6wXtGEWShWsC7X2xG1adogmfzYpb21KkPkV0/edit#gid=652311423,50307,79042,10/10/2017,09:09:58  3 Mar 2019
Donald Trump,Adults,3/3/2019,9/18/2017,9/21/2017,ABC News/Washington Post,A+,1002,a,1.890406,0,39,57,39.37841,55.39336,"","",https://www.washingtonpost.com/page/2010-2019/WashingtonPost/2017/09/24/National-Politics/Polling/question_19252.xml?uuid=2UuPTqDcEeeyp7xwtvmAiQ,50242,78949,9/24/2017,09:09:58  3 Mar 2019
Donald Trump,Adults,3/3/2019,9/19/2017,9/21/2017,Gallup,B,1500,a,.1470236,0,38,56,38.29319,54.33223,"",T,http://www.gallup.com/poll/201617/gallup-daily-trump-job-approval.aspx,50236,78940,9/22/2017,09:09:58  3 Mar 2019
Donald Trump,Adults,3/3/2019,9/18/2017,9/22/2017,Ipsos,B+,1660,a,.1475504,0,38.3,56,37.80223,55.08198,"",T,http://polling.reuters.com/#poll/CP3_2/,50255,78969,9/26/2017,09:09:58  3 Mar 2019
Donald Trump,Adults,3/3/2019,9/20/2017,9/22/2017,Gallup,B,1500,a,.1470236,0,37,56,37.29319,54.33223,"",T,http://www.gallup.com/poll/201617/gallup-daily-trump-job-approval.aspx,50241,78948,9/23/2017,09:09:58  3 Mar 2019
Donald Trump,Adults,3/3/2019,9/19/2017,9/23/2017,Ipsos,B+,1667,a,.1457888,0,38.6,55.2,38.10223,54.28198,"",T,http://polling.reuters.com/#poll/CP3_2/,50254,78968,9/26/2017,09:09:58  3 Mar 2019
Donald Trump,Adults,3/3/2019,9/20/2017,9/24/2017,Ipsos,B+,1643,a,.1414445,0,37.8,56.3,37.30223,55.38198,"",T,http://polling.reuters.com/#poll/CP3_2/,50253,78967,9/26/2017,09:09:58  3 Mar 2019
Donald Trump,Adults,3/3/2019,9/21/2017,9/23/2017,Gallup,B,1500,a,.1470236,0,40,54,40.29319,52.33223,"",T,http://www.gallup.com/poll/201617/gallup-daily-trump-job-approval.aspx,50243,78953,9/24/2017,09:09:58  3 Mar 2019
Donald Trump,Adults,3/3/2019,9/15/2017,9/30/2017,Cards Against Humanity/Survey Sampling International,"",1000,a,.9310151,0,36,48,37.3921,51.89928,"","",https://thepulseofthenation.com/downloads/201709-CAH_PulseOfTheNation_Crosstabs.pdf,50764,80168,1/8/2018,09:09:58  3 Mar 2019
Donald Trump,Adults,3/3/2019,9/22/2017,9/24/2017,Gallup,B,1500,a,.1470236,0,39,54,39.29319,52.33223,"",T,http://www.gallup.com/poll/201617/gallup-daily-trump-job-approval.aspx,50246,78956,9/25/2017,09:09:58  3 Mar 2019
Donald Trump,Adults,3/3/2019,9/22/2017,9/24/2017,Morning Consult,B-,2200,a,.5938472,0,43,52,40.62017,54.1601,"","",https://morningconsult.com/wp-content/uploads/2017/10/170916_crosstabs_pr_v1_KD.pdf,50261,92583,1/9/2019,09:09:58  3 Mar 2019
Donald Trump,Adults,3/3/2019,9/21/2017,9/25/2017,Ipsos,B+,1663,a,.1409918,0,38.4,55.6,37.90223,54.68198,"",T,http://polling.reuters.com/#poll/CP3_2/,50252,78966,9/26/2017,09:09:58  3 Mar 2019
Donald Trump,Adults,3/3/2019,9/21/2017,9/24/2017,CBS News,A-,1202,a,1.960779,0,35,55,35.84538,54.29949,"","",https://docs.cbsnews.com/20/toplines-cbs-pm-poll-9-25-17.pdf,50249,78959,9/26/2017,09:09:58  3 Mar 2019
Donald Trump,Adults,3/3/2019,9/22/2017,9/26/2017,Ipsos,B+,3439,a,.2873197,0,37.7,56.7,37.20223,55.78198,"",T,http://polling.reuters.com/#poll/CP3_2/,50268,78987,9/29/2017,09:09:58  3 Mar 2019
Donald Trump,Adults,3/3/2019,9/23/2017,9/25/2017,Gallup,B,1500,a,.1470236,0,39,56,39.29319,54.33223,"",T,http://www.gallup.com/poll/201617/gallup-daily-trump-job-approval.aspx,50251,78961,9/26/2017,09:09:58  3 Mar 2019
Donald Trump,Adults,3/3/2019,9/21/2017,9/26/2017,icitizen,"",1160,a,.409149,0,34,65,35.1233,59.23336,"","",https://projects.fivethirtyeight.com.s3.amazonaws.com/polls/2018_icitizen_national.pdf,50958,80599,2/28/2018,09:09:58  3 Mar 2019
Donald Trump,Adults,3/3/2019,9/24/2017,9/26/2017,YouGov,B,1500,a,.8412846,0,37,53,37.10355,55.57265,"","",https://d25d2506sfb94s.cloudfront.net/cumulus_uploads/document/qok43jc8xn/econTabReport.pdf,50257,78971,9/27/2017,09:09:58  3 Mar 2019
Donald Trump,Adults,3/3/2019,9/22/2017,9/28/2017,SurveyMonkey,D-,16683,a,.3157302,0,40,57,36.68572,55.98485,"","",https://drive.google.com/file/d/0BztOs71zt1WpTmZtaHBkbnNTVGM/view,50270,78992,9/29/2017,09:09:58  3 Mar 2019
Donald Trump,Adults,3/3/2019,9/24/2017,9/26/2017,Gallup,B,1500,a,.1470236,0,37,58,37.29319,56.33223,"",T,http://www.gallup.com/poll/201617/gallup-daily-trump-job-approval.aspx,50258,78974,9/27/2017,09:09:58  3 Mar 2019
Donald Trump,Adults,3/3/2019,9/23/2017,9/27/2017,Ipsos,B+,3443,a,.2852479,0,37.5,57.1,37.00223,56.18198,"",T,http://polling.reuters.com/#poll/CP3_2/,50267,78986,9/29/2017,09:09:58  3 Mar 2019
Donald Trump,Adults,3/3/2019,9/24/2017,9/28/2017,Ipsos,B+,3456,a,.2856431,0,38.1,56.7,37.60223,55.78198,"",T,http://polling.reuters.com/#poll/CP3_2/,50266,78985,9/29/2017,09:09:58  3 Mar 2019
Donald Trump,Adults,3/3/2019,9/25/2017,9/27/2017,Marist College,A,1105,a,1.913696,0,37,54,37.45144,55.24955,"","",http://maristpoll.marist.edu/wp-content/misc/usapolls/us170925_PBS/PBS_NewsHour_Marist%20Poll_Nature%20of%20the%20Sample%20and%20Tables_Trump_September%202017.pdf#page=3,50285,79015,10/4/2017,09:09:58  3 Mar 2019
Donald Trump,Adults,3/3/2019,9/25/2017,9/27/2017,Gallup,B,1500,a,.1470236,0,36,59,36.29319,57.33223,"",T,http://www.gallup.com/poll/201617/gallup-daily-trump-job-approval.aspx,50263,78981,9/28/2017,09:09:58  3 Mar 2019
Donald Trump,Adults,3/3/2019,9/24/2017,9/27/2017,Hart Research/Public Opinion Strategies,A-,800,a,1.210518,0,38,52,37.16565,52.93348,"","",https://www.cnbc.com/2017/10/03/american-optimism-about-the-economy-fails-to-lift-trumps-approval-ratings.html,56927,91862,11/27/2018,09:09:58  3 Mar 2019
Donald Trump,Adults,3/3/2019,9/26/2017,9/28/2017,CNN/SSRS,A-,1037,a,1.373283,0,37,56,37.45526,55.2437,"","",http://i2.cdn.turner.com/cnn/2017/images/09/29/rel9.-.nfl.and.trump.pdf,50289,79020,10/5/2017,09:09:58  3 Mar 2019
Donald Trump,Adults,3/3/2019,9/26/2017,9/28/2017,Gallup,B,1500,a,.1470236,0,37,59,37.29319,57.33223,"",T,http://www.gallup.com/poll/201617/gallup-daily-trump-job-approval.aspx,50269,78991,9/29/2017,09:09:58  3 Mar 2019
Donald Trump,Adults,3/3/2019,9/25/2017,9/29/2017,Ipsos,B+,3568,a,.2959515,0,38.3,56.8,37.80223,55.88198,"",T,http://polling.reuters.com/#poll/CP3_2/,50280,79007,10/3/2017,09:09:58  3 Mar 2019
Donald Trump,Adults,3/3/2019,9/26/2017,9/27/2017,Lucid,B-,1221,a,.660095,0,34.57,52.77,35.84825,55.49199,"","",https://docs.google.com/spreadsheets/d/14_slK2mca2KhZLhFUVeQeVtfOq6HgBdiFcB1bbDfFS4/edit?usp=sharing,50306,79041,10/10/2017,09:09:58  3 Mar 2019
Donald Trump,Adults,3/3/2019,9/27/2017,9/29/2017,Gallup,B,1500,a,.1470236,0,37,58,37.29319,56.33223,"",T,http://www.gallup.com/poll/201617/gallup-daily-trump-job-approval.aspx,50271,78994,9/30/2017,09:09:58  3 Mar 2019
Donald Trump,Adults,3/3/2019,9/27/2017,9/28/2017,Morning Consult,B-,2201,a,.5623979,0,39,55,36.62017,57.1601,"","",https://morningconsult.com/wp-content/uploads/2017/10/170919_crosstabs_NFL_v1_AP.pdf,57279,92609,1/9/2019,09:09:58  3 Mar 2019
Donald Trump,Adults,3/3/2019,9/26/2017,9/30/2017,Ipsos,B+,3551,a,.2976068,0,37.9,57.4,37.40223,56.48198,"",T,http://polling.reuters.com/#poll/CP3_2/,50279,79006,10/3/2017,09:09:58  3 Mar 2019
Donald Trump,Adults,3/3/2019,9/28/2017,9/30/2017,Gallup,B,1500,a,.1470236,0,38,57,38.29319,55.33223,"",T,http://www.gallup.com/poll/201617/gallup-daily-trump-job-approval.aspx,50272,78995,10/1/2017,09:09:58  3 Mar 2019
Donald Trump,Adults,3/3/2019,9/27/2017,10/1/2017,Ipsos,B+,1728,a,.1473468,0,38.6,57,38.10223,56.08198,"",T,http://polling.reuters.com/#poll/CP3_2/,50278,79005,10/3/2017,09:09:58  3 Mar 2019
Donald Trump,Adults,3/3/2019,9/28/2017,10/2/2017,Ipsos,B+,1706,a,.1481063,0,39,56.8,38.50223,55.88198,"",T,http://polling.reuters.com/#poll/CP3_2/,50277,79004,10/3/2017,09:09:58  3 Mar 2019
Donald Trump,Adults,3/3/2019,9/29/2017,10/1/2017,Morning Consult,B-,2201,a,.5621637,0,44,51,41.62017,53.1601,"","",https://morningconsult.com/wp-content/uploads/2017/10/170923_crosstabs_Brands_v1_AP.pdf,50283,92610,1/9/2019,09:09:58  3 Mar 2019
Donald Trump,Adults,3/3/2019,9/28/2017,10/2/2017,AP-NORC,"",1150,a,1.339724,0,32,67,32.97459,62.75188,"","",http://www.apnorc.org/PDFs/AP-NORC%20September%202017/AP%20Custom%20Poll%20Topline%20SEPTEMBER_presidency.pdf,50297,79032,10/6/2017,09:09:58  3 Mar 2019
Donald Trump,Adults,3/3/2019,9/29/2017,10/1/2017,Gallup,B,1500,a,.1470236,0,37,57,37.29319,55.33223,"",T,http://www.gallup.com/poll/201617/gallup-daily-trump-job-approval.aspx,50274,78997,10/2/2017,09:09:58  3 Mar 2019
Donald Trump,Adults,3/3/2019,9/27/2017,10/5/2017,University of Maryland/Washington Post,A+,1663,a,2.992242,0,37,63,37.37841,61.39336,"","",https://apps.washingtonpost.com/g/page/national/washington-post-university-of-maryland-democracy-poll-sept-27-oct-5-2017/2251/,56940,91909,11/28/2018,09:09:58  3 Mar 2019
Donald Trump,Adults,3/3/2019,9/28/2017,10/4/2017,icitizen,"",2042,a,.5945675,0,39,60,40.1233,54.23336,"","",https://projects.fivethirtyeight.com.s3.amazonaws.com/polls/2018_icitizen_national.pdf,50957,80598,2/28/2018,09:09:58  3 Mar 2019
Donald Trump,Adults,3/3/2019,9/30/2017,10/2/2017,Gallup,B,1500,a,.1470236,0,38,57,38.29319,55.33223,"",T,http://www.gallup.com/poll/201617/gallup-daily-trump-job-approval.aspx,50276,78999,10/3/2017,09:09:58  3 Mar 2019
Donald Trump,Adults,3/3/2019,9/29/2017,10/3/2017,Ipsos,B+,1661,a,.1469025,0,37.3,57.8,36.80223,56.88198,"",T,http://polling.reuters.com/#poll/CP3_2/,50296,79031,10/6/2017,09:09:58  3 Mar 2019
Donald Trump,Adults,3/3/2019,10/1/2017,10/3/2017,YouGov,B,1500,a,.8867081,0,39,54,39.10355,56.57265,"","",https://d25d2506sfb94s.cloudfront.net/cumulus_uploads/document/x7ybkikwvr/econTabReport.pdf,50282,79009,10/4/2017,09:09:58  3 Mar 2019
Donald Trump,Adults,3/3/2019,9/29/2017,10/4/2017,SurveyMonkey,D-,15120,a,.2645045,0,41,57,37.68572,55.98485,"","",https://drive.google.com/file/d/0BztOs71zt1WpVDRiLWRDWnZrMHM/view,50291,79022,10/5/2017,09:09:58  3 Mar 2019
Donald Trump,Adults,3/3/2019,9/30/2017,10/4/2017,Ipsos,B+,1555,a,.1401872,0,36.4,58.4,35.90223,57.48198,"",T,http://polling.reuters.com/#poll/CP3_2/,50295,79030,10/6/2017,09:09:58  3 Mar 2019
Donald Trump,Adults,3/3/2019,10/1/2017,10/3/2017,Gallup,B,1500,a,.1470236,0,39,57,39.29319,55.33223,"",T,http://www.gallup.com/poll/201617/gallup-daily-trump-job-approval.aspx,50284,79014,10/4/2017,09:09:58  3 Mar 2019
Donald Trump,Adults,3/3/2019,10/1/2017,10/5/2017,Ipsos,B+,1516,a,.1393612,0,35.6,58.7,35.10223,57.78198,"",T,http://polling.reuters.com/#poll/CP3_2/,50294,79029,10/6/2017,09:09:58  3 Mar 2019
Donald Trump,Adults,3/3/2019,10/2/2017,10/4/2017,Gallup,B,1500,a,.1470236,0,39,56,39.29319,54.33223,"",T,http://www.gallup.com/poll/201617/gallup-daily-trump-job-approval.aspx,50288,79019,10/5/2017,09:09:58  3 Mar 2019
Donald Trump,Adults,3/3/2019,10/2/2017,10/6/2017,Ipsos,B+,1397,a,.1309786,0,36,58.8,35.50223,57.88198,"",T,http://polling.reuters.com/#poll/CP3_2/,50327,79073,10/13/2017,09:09:58  3 Mar 2019
Donald Trump,Adults,3/3/2019,10/3/2017,10/5/2017,Gallup,B,1500,a,.1470236,0,39,57,39.29319,55.33223,"",T,http://www.gallup.com/poll/201617/gallup-daily-trump-job-approval.aspx,50293,79025,10/6/2017,09:09:58  3 Mar 2019
Donald Trump,Adults,3/3/2019,10/3/2017,10/4/2017,Lucid,B-,1105,a,.5994494,0,36.2,51.62,37.47825,54.34199,"","",https://docs.google.com/spreadsheets/d/1DoH34Bf2DM5lYLVE6dpoXXgUz_ww2ZpfI6Ff9BQmYuI/edit#gid=46686678,50305,79040,10/10/2017,09:09:58  3 Mar 2019
Donald Trump,Adults,3/3/2019,9/29/2017,10/8/2017,IBD/TIPP,A-,887,a,1.507878,0,33,61,34.35923,59.60174,"","",http://www.investors.com/politics/trumps-tax-plan-gets-high-marks-as-his-approval-rating-stumbles-ibdtipp-poll/,50304,79039,10/10/2017,09:09:58  3 Mar 2019
Donald Trump,Adults,3/3/2019,10/3/2017,10/7/2017,Ipsos,B+,1507,a,.1440601,0,35.2,59.3,34.70223,58.38198,"",T,http://polling.reuters.com/#poll/CP3_2/,50343,79099,10/17/2017,09:09:58  3 Mar 2019
Donald Trump,Adults,3/3/2019,10/4/2017,10/6/2017,Gallup,B,1500,a,.1470236,0,39,56,39.29319,54.33223,"",T,http://www.gallup.com/poll/201617/gallup-daily-trump-job-approval.aspx,50299,79034,10/7/2017,09:09:58  3 Mar 2019
Donald Trump,Adults,3/3/2019,10/4/2017,10/8/2017,Ipsos,B+,1523,a,.1479913,0,35.4,59.8,34.90223,58.88198,"",T,http://polling.reuters.com/#poll/CP3_2/,50342,79098,10/17/2017,09:09:58  3 Mar 2019
Donald Trump,Adults,3/3/2019,10/5/2017,10/7/2017,Gallup,B,1500,a,.1470236,0,38,57,38.29319,55.33223,"",T,http://www.gallup.com/poll/201617/gallup-daily-trump-job-approval.aspx,50300,79035,10/8/2017,09:09:58  3 Mar 2019
Donald Trump,Adults,3/3/2019,10/5/2017,10/9/2017,Ipsos,B+,1529,a,.1505155,0,36,58.8,35.50223,57.88198,"",T,http://polling.reuters.com/#poll/CP3_2/,50341,79097,10/17/2017,09:09:58  3 Mar 2019
Donald Trump,Adults,3/3/2019,10/5/2017,10/9/2017,Morning Consult,B-,2201,a,.6367292,0,41,52,38.62017,54.1601,"","",https://morningconsult.com/wp-content/uploads/2017/10/171004_crosstabs_BRANDS_v1_AP.pdf,50316,92611,1/9/2019,09:09:58  3 Mar 2019
Donald Trump,Adults,3/3/2019,10/6/2017,10/8/2017,Gallup,B,1500,a,.1470236,0,37,56,37.29319,54.33223,"",T,http://www.gallup.com/poll/201617/gallup-daily-trump-job-approval.aspx,50302,79037,10/9/2017,09:09:58  3 Mar 2019
Donald Trump,Adults,3/3/2019,10/7/2017,10/9/2017,Gallup,B,1500,a,.1470236,0,36,58,36.29319,56.33223,"",T,http://www.gallup.com/poll/201617/gallup-daily-trump-job-approval.aspx,50309,79044,10/10/2017,09:09:58  3 Mar 2019
Donald Trump,Adults,3/3/2019,10/5/2017,10/10/2017,Kaiser Family Foundation,"",1215,a,1.595527,0,38,58,38.39288,56.31287,"","",http://files.kff.org/attachment/Topline-Kaiser-Health-Tracking-Poll-October-2017,50330,79076,10/14/2017,09:09:58  3 Mar 2019
Donald Trump,Adults,3/3/2019,10/5/2017,10/11/2017,icitizen,"",3516,a,.8626087,0,42,58,43.1233,52.23336,"","",https://projects.fivethirtyeight.com.s3.amazonaws.com/polls/2018_icitizen_national.pdf,50956,80597,2/28/2018,09:09:58  3 Mar 2019
Donald Trump,Adults,3/3/2019,10/5/2017,10/11/2017,SurveyMonkey,D-,16203,a,.2772238,0,41,57,37.68572,55.98485,"","",https://drive.google.com/file/d/0BztOs71zt1WpM29BUW1JeHd3RkU/view,50321,79062,10/12/2017,09:09:58  3 Mar 2019
Donald Trump,Adults,3/3/2019,10/6/2017,10/10/2017,Ipsos,B+,1166,a,.1157942,0,36.9,58.6,36.40223,57.68198,"",T,http://polling.reuters.com/#poll/CP3_2/,50326,79072,10/13/2017,09:09:58  3 Mar 2019
Donald Trump,Adults,3/3/2019,10/1/2017,10/15/2017,Cards Against Humanity/Survey Sampling International,"",1000,a,.9280519,0,36,52,37.3921,55.89928,"","",https://thepulseofthenation.com/downloads/201710-CAH_PulseOfTheNation_Crosstabs.pdf,50765,80169,1/8/2018,09:09:58  3 Mar 2019
Donald Trump,Adults,3/3/2019,10/7/2017,10/11/2017,Ipsos,B+,1313,a,.130688,0,36.2,58.9,35.70223,57.98198,"",T,http://polling.reuters.com/#poll/CP3_2/,50325,79071,10/13/2017,09:09:58  3 Mar 2019
Donald Trump,Adults,3/3/2019,10/8/2017,10/10/2017,Gallup,B,1500,a,.1470236,0,37,56,37.29319,54.33223,"",T,http://www.gallup.com/poll/201617/gallup-daily-trump-job-approval.aspx,50318,79059,10/11/2017,09:09:58  3 Mar 2019
Donald Trump,Adults,3/3/2019,10/7/2017,10/10/2017,YouGov,B,1500,a,.9076927,0,36,52,36.10355,54.57265,"","",https://d25d2506sfb94s.cloudfront.net/cumulus_uploads/document/zev5z2887d/econTabReport.pdf,50315,79051,10/11/2017,09:09:58  3 Mar 2019
Donald Trump,Adults,3/3/2019,10/8/2017,10/12/2017,Ipsos,B+,1611,a,.1597141,0,35.9,59.3,35.40223,58.38198,"",T,http://polling.reuters.com/#poll/CP3_2/,50324,79070,10/13/2017,09:09:58  3 Mar 2019
